1	8073269	8074456	ERRFI1	783.1634521
1	8075367	8075444	ERRFI1	717.1038818
1	8075554	8075679	ERRFI1	568.3200073
1	11167541	11167557	MTOR	692.1250000
1	11168237	11168343	MTOR	507.3773499
1	11169346	11169427	MTOR	269.7407532
1	11169705	11169786	MTOR	649.6913452
1	11172908	11172974	MTOR	545.7575684
1	11174374	11174510	MTOR	984.9264526
1	11174869	11174944	MTOR	172.5333405
1	11175452	11175525	MTOR	775.1506958
1	11177060	11177143	MTOR	401.5903625
1	11181302	11181425	MTOR	587.0081177
1	11182035	11182183	MTOR	355.1824341
1	11184554	11184690	MTOR	711.4191284
1	11186678	11186853	MTOR	774.4743042
1	11187066	11187201	MTOR	510.6222229
1	11187680	11187863	MTOR	530.9835815
1	11188060	11188183	MTOR	785.7154541
1	11188510	11188609	MTOR	1036.3737793
1	11188911	11189008	MTOR	211.9484558
1	11189794	11189895	MTOR	1315.8514404
1	11190585	11190666	MTOR	492.6666565
1	11190731	11190834	MTOR	614.5242920
1	11193136	11193254	MTOR	461.6525574
1	11194407	11194523	MTOR	450.1724243
1	11199360	11199492	MTOR	826.5075684
1	11199589	11199715	MTOR	544.7063599
1	11204704	11204812	MTOR	667.8889160
1	11205024	11205102	MTOR	471.6410217
1	11206732	11206848	MTOR	863.4913940
1	11210182	11210283	MTOR	624.2871094
1	11217208	11217348	MTOR	512.5642700
1	11227498	11227574	MTOR	325.6710510
1	11259314	11259460	MTOR	499.1164246
1	11259597	11259760	MTOR	636.2331543
1	11264617	11264760	MTOR	763.9650269
1	11269368	11269515	MTOR	547.1496582
1	11270870	11270963	MTOR	636.7526855
1	11272368	11272531	MTOR	816.0920410
1	11272852	11272965	MTOR	1011.0531006
1	11273455	11273623	MTOR	949.3928833
1	11276204	11276291	MTOR	234.9310303
1	11288724	11288975	MTOR	1114.1992188
1	11290981	11291111	MTOR	669.2692261
1	11291356	11291491	MTOR	464.5851746
1	11292492	11292585	MTOR	428.6989136
1	11293454	11293544	MTOR	267.5555420
1	11294199	11294322	MTOR	610.5528564
1	11297899	11298105	MTOR	901.1796265
1	11298458	11298674	MTOR	850.1759033
1	11300359	11300604	MTOR	977.9837036
1	11301609	11301738	MTOR	315.5581360
1	11303170	11303357	MTOR	1206.9465332
1	11307681	11307790	MTOR	1148.3118896
1	11307875	11308151	MTOR	617.0978394
1	11313895	11314030	MTOR	577.0963135
1	11316048	11316249	MTOR	1034.9254150
1	11316989	11317222	MTOR	710.1287842
1	11318541	11318650	MTOR	368.1376038
1	11319304	11319466	MTOR	634.9197388
1	17345375	17345453	SDHB	272.1025696
1	17349102	17349225	SDHB	945.2276611
1	17350467	17350569	SDHB	948.1078491
1	17354243	17354360	SDHB	460.3846130
1	17355094	17355231	SDHB	938.1386719
1	17359554	17359640	SDHB	327.5348816
1	17371255	17371383	SDHB	381.8125000
1	17380442	17380514	SDHB	324.7916565
1	25228612	25229157	RUNX3	781.3045654
1	25233749	25233908	RUNX3	240.1132050
1	25245730	25245835	RUNX3	1008.1809692
1	25254064	25254221	RUNX3	633.0955200
1	25256077	25256208	RUNX3	749.3663940
1	25256243	25256359	RUNX3	227.3706970
1	25291004	25291062	RUNX3	414.8448181
1	27022894	27022977	ARID1A	335.3132629
1	27023028	27023137	ARID1A	427.8256836
1	27023172	27023256	ARID1A	310.4404907
1	27023296	27023907	ARID1A	241.6137543
1	27023937	27024031	ARID1A	123.4468079
1	27056141	27056354	ARID1A	1433.3614502
1	27057642	27058095	ARID1A	585.2781372
1	27059166	27059283	ARID1A	549.7948608
1	27087346	27087587	ARID1A	530.9169922
1	27087874	27087964	ARID1A	927.3778076
1	27088642	27088810	ARID1A	1308.7738037
1	27089463	27089776	ARID1A	842.8370361
1	27092711	27092857	ARID1A	661.0548096
1	27092947	27093057	ARID1A	751.5727539
1	27094280	27094490	ARID1A	1007.4095459
1	27097609	27097817	ARID1A	572.2259521
1	27098990	27099123	ARID1A	1266.1879883
1	27099302	27099478	ARID1A	823.2500000
1	27099836	27099987	ARID1A	775.6224976
1	27100070	27100181	ARID1A	986.1981812
1	27100205	27100208	ARID1A	616.6666870
1	27100292	27100389	ARID1A	403.1649475
1	27100819	27101711	ARID1A	732.7455444
1	27102067	27102198	ARID1A	948.6106567
1	27105513	27107247	ARID1A	867.0622559
1	40363043	40363642	MYCL	747.6243896
1	40366485	40367115	MYCL	296.5666809
1	40367479	40367560	MYCL	44.0864182
1	43803519	43803598	MPL	566.3291016
1	43803769	43803902	MPL	911.1578979
1	43804212	43804391	MPL	843.7206421
1	43804941	43805240	MPL	790.0869751
1	43805634	43805797	MPL	710.2515259
1	43806057	43806184	MPL	819.3621826
1	43812115	43812300	MPL	474.2810669
1	43812462	43812605	MPL	837.0839233
1	43814513	43814673	MPL	318.8687439
1	43814933	43815030	MPL	203.7113342
1	43817886	43817974	MPL	173.5340881
1	43818188	43818443	MPL	507.4980469
1	45288086	45288341	PTCH2	853.8117676
1	45288740	45288840	PTCH2	977.6500244
1	45288914	45289057	PTCH2	1284.5174561
1	45291921	45292059	PTCH2	1090.0072021
1	45292159	45292440	PTCH2	1066.0819092
1	45292573	45292754	PTCH2	474.7679443
1	45292838	45292981	PTCH2	793.8671265
1	45293073	45293386	PTCH2	1042.6230469
1	45293514	45293863	PTCH2	1293.1948242
1	45293967	45294086	PTCH2	1359.8151855
1	45294177	45294303	PTCH2	1325.4285889
1	45294653	45294746	PTCH2	1203.8924561
1	45294828	45294984	PTCH2	537.6923218
1	45295073	45295205	PTCH2	1198.9470215
1	45295285	45295433	PTCH2	514.5202637
1	45295580	45295702	PTCH2	583.4180298
1	45296519	45296715	PTCH2	331.7755127
1	45297377	45297469	PTCH2	528.3587036
1	45297646	45297716	PTCH2	220.4285736
1	45297823	45298013	PTCH2	531.0421143
1	45307518	45307711	PTCH2	753.5336914
1	45308532	45308604	PTCH2	112.7083359
1	45794977	45795109	MUTYH	1166.1817627
1	45796187	45796229	MUTYH	1176.9761963
1	45796853	45797006	MUTYH	890.3137207
1	45797091	45797228	MUTYH	523.2044067
1	45797332	45797521	MUTYH	453.8200989
1	45797694	45797758	MUTYH	877.7031250
1	45797837	45797982	MUTYH	417.8206787
1	45798062	45798160	MUTYH	513.9285889
1	45798245	45798359	MUTYH	557.3333130
1	45798434	45798506	MUTYH	332.7361145
1	45798589	45798631	MUTYH	316.6428528
1	45798768	45798842	MUTYH	443.0810852
1	45798956	45798996	MUTYH	564.1749878
1	45799084	45799275	MUTYH	359.7068176
1	45800062	45800183	MUTYH	362.9008179
1	45805890	45805926	MUTYH	591.9166870
1	46714077	46714080	RAD54L	390.6666565
1	46714183	46714270	RAD54L	496.8735657
