1	8073269	8074456	ERRFI1	752.5855103
1	8075367	8075444	ERRFI1	593.5714111
1	8075554	8075679	ERRFI1	501.4960022
1	11167541	11167557	MTOR	554.1875000
1	11168237	11168343	MTOR	399.0566101
1	11169346	11169427	MTOR	139.0123444
1	11169705	11169786	MTOR	551.0493774
1	11172908	11172974	MTOR	509.8939514
1	11174374	11174510	MTOR	775.5661621
1	11174869	11174944	MTOR	102.5866699
1	11175452	11175525	MTOR	627.9315186
1	11177060	11177143	MTOR	318.3493958
1	11181302	11181425	MTOR	500.3821106
1	11182035	11182183	MTOR	268.3108215
1	11184554	11184690	MTOR	587.4705811
1	11186678	11186853	MTOR	618.8171387
1	11187066	11187201	MTOR	363.0518494
1	11187680	11187863	MTOR	397.9234924
1	11188060	11188183	MTOR	649.0894165
1	11188510	11188609	MTOR	917.2222290
1	11188911	11189008	MTOR	187.8350525
1	11189794	11189895	MTOR	1254.3068848
1	11190585	11190666	MTOR	508.6543274
1	11190731	11190834	MTOR	697.3203735
1	11193136	11193254	MTOR	339.4067688
1	11194407	11194523	MTOR	360.0258484
1	11199360	11199492	MTOR	788.9091187
1	11199589	11199715	MTOR	574.7380981
1	11204704	11204812	MTOR	524.1574097
1	11205024	11205102	MTOR	376.1153870
1	11206732	11206848	MTOR	612.8016968
1	11210182	11210283	MTOR	477.4257507
1	11217208	11217348	MTOR	426.0142822
1	11227498	11227574	MTOR	236.8289490
1	11259314	11259460	MTOR	389.3561707
1	11259597	11259760	MTOR	470.8588867
1	11264617	11264760	MTOR	745.9860229
1	11269368	11269515	MTOR	385.0408020
1	11270870	11270963	MTOR	485.1290283
1	11272368	11272531	MTOR	642.5460205
1	11272852	11272965	MTOR	784.5397949
1	11273455	11273623	MTOR	754.1190186
1	11276204	11276291	MTOR	147.5287323
1	11288724	11288975	MTOR	987.7609863
1	11290981	11291111	MTOR	690.9000244
1	11291356	11291491	MTOR	413.2222290
1	11292492	11292585	MTOR	363.3548279
1	11293454	11293544	MTOR	206.8999939
1	11294199	11294322	MTOR	559.4309082
1	11297899	11298105	MTOR	882.7718506
1	11298458	11298674	MTOR	819.1018677
1	11300359	11300604	MTOR	1000.3387451
1	11301609	11301738	MTOR	217.6744232
1	11303170	11303357	MTOR	1039.4652100
1	11307681	11307790	MTOR	1081.7889404
1	11307875	11308151	MTOR	516.2681274
1	11313895	11314030	MTOR	486.2814941
1	11316048	11316249	MTOR	1004.1790771
1	11316989	11317222	MTOR	678.2746582
1	11318541	11318650	MTOR	264.6054993
1	11319304	11319466	MTOR	688.0123291
1	17345375	17345453	SDHB	119.4487152
1	17349102	17349225	SDHB	680.3333130
1	17350467	17350569	SDHB	548.3921509
1	17354243	17354360	SDHB	245.4273529
1	17355094	17355231	SDHB	535.5109253
1	17359554	17359640	SDHB	217.1279144
1	17371255	17371383	SDHB	219.7734375
1	17380442	17380514	SDHB	337.2222290
1	25228612	25229157	RUNX3	663.4367065
1	25233749	25233908	RUNX3	186.3899384
1	25245730	25245835	RUNX3	939.2571411
1	25254064	25254221	RUNX3	478.5541382
1	25256077	25256208	RUNX3	579.5572510
1	25256243	25256359	RUNX3	196.4655151
1	25291004	25291062	RUNX3	304.3103333
1	27022894	27022977	ARID1A	315.3614502
1	27023028	27023137	ARID1A	375.3027649
1	27023172	27023256	ARID1A	254.1309509
1	27023296	27023907	ARID1A	216.8788910
1	27023937	27024031	ARID1A	98.8617020
1	27056141	27056354	ARID1A	1174.3756104
1	27057642	27058095	ARID1A	431.5717468
1	27059166	27059283	ARID1A	387.8888855
1	27087346	27087587	ARID1A	361.8838196
1	27087874	27087964	ARID1A	622.9111328
1	27088642	27088810	ARID1A	870.0654907
1	27089463	27089776	ARID1A	692.5111694
1	27092711	27092857	ARID1A	441.5548096
1	27092947	27093057	ARID1A	509.8454590
1	27094280	27094490	ARID1A	606.6094971
1	27097609	27097817	ARID1A	340.5000000
1	27098990	27099123	ARID1A	825.2180176
1	27099302	27099478	ARID1A	455.0454407
1	27099836	27099987	ARID1A	556.8211670
1	27100070	27100181	ARID1A	801.4954834
1	27100205	27100208	ARID1A	409.6666565
1	27100292	27100389	ARID1A	239.9484558
1	27100819	27101711	ARID1A	573.8486328
1	27102067	27102198	ARID1A	582.3740234
1	27105513	27107247	ARID1A	614.8806152
1	40363043	40363642	MYCL	681.4574585
1	40366485	40367115	MYCL	324.9539795
1	40367479	40367560	MYCL	58.5185204
1	43803519	43803598	MPL	593.5569458
1	43803769	43803902	MPL	821.2706909
1	43804212	43804391	MPL	742.4190063
1	43804941	43805240	MPL	735.6622314
1	43805634	43805797	MPL	700.0552368
1	43806057	43806184	MPL	634.5512085
1	43812115	43812300	MPL	384.9081116
1	43812462	43812605	MPL	739.7272949
1	43814513	43814673	MPL	387.6749878
1	43814933	43815030	MPL	200.3298950
1	43817886	43817974	MPL	209.2045441
1	43818188	43818443	MPL	443.6627502
1	45288086	45288341	PTCH2	970.7490234
1	45288740	45288840	PTCH2	1021.2100220
1	45288914	45289057	PTCH2	1540.2098389
1	45291921	45292059	PTCH2	1144.3768311
1	45292159	45292440	PTCH2	1229.0889893
1	45292573	45292754	PTCH2	498.7568970
1	45292838	45292981	PTCH2	726.0908813
1	45293073	45293386	PTCH2	1046.4185791
1	45293514	45293863	PTCH2	1370.0057373
1	45293967	45294086	PTCH2	1630.2185059
1	45294177	45294303	PTCH2	1423.9603271
1	45294653	45294746	PTCH2	1189.7741699
1	45294828	45294984	PTCH2	455.3525696
1	45295073	45295205	PTCH2	1259.9166260
1	45295285	45295433	PTCH2	404.8243103
1	45295580	45295702	PTCH2	541.3442383
1	45296519	45296715	PTCH2	333.6275635
1	45297377	45297469	PTCH2	528.8804321
1	45297646	45297716	PTCH2	233.8571472
1	45297823	45298013	PTCH2	461.8421021
1	45307518	45307711	PTCH2	793.2694092
1	45308532	45308604	PTCH2	116.8888855
1	45794977	45795109	MUTYH	1157.2727051
1	45796187	45796229	MUTYH	1061.7857666
1	45796853	45797006	MUTYH	867.2091675
1	45797091	45797228	MUTYH	603.3430786
1	45797332	45797521	MUTYH	538.2116699
1	45797694	45797758	MUTYH	857.3906250
1	45797837	45797982	MUTYH	448.3310242
1	45798062	45798160	MUTYH	549.9081421
1	45798245	45798359	MUTYH	549.4824829
1	45798434	45798506	MUTYH	264.1666565
1	45798589	45798631	MUTYH	234.6904755
1	45798768	45798842	MUTYH	348.4324341
1	45798956	45798996	MUTYH	496.6499939
1	45799084	45799275	MUTYH	342.3717346
1	45800062	45800183	MUTYH	256.0082703
1	45805890	45805926	MUTYH	723.4166870
1	46714077	46714080	RAD54L	341.6666565
1	46714183	46714270	RAD54L	462.9310303
1	46715671	46715791	RAD54L	348.1833191
1	46724357	46724418	RAD54L	113.4918060
1	46725635	46725771	RAD54L	845.5808716
1	46726213	46726283	RAD54L	316.4571533
1	46726398	46726687	RAD54L	1074.6955566
1	46726932	46727057	RAD54L	297.7520142
1	46733130	46733281	RAD54L	963.6556396
1	46736330	46736457	RAD54L	962.2991943
1	46738137	46738212	RAD54L	206.7599945
1	46738343	46738474	RAD54L	504.0228882
1	46739026	46739137	RAD54L	165.4234161
1	46739295	46739419	RAD54L	1002.5484009
1	46739809	46739888	RAD54L	246.1772156
1	46740209	46740389	RAD54L	421.4055481
1	46743488	46743652	RAD54L	464.3414612
1	46743743	46743954	RAD54L	453.0995178
1	51436040	51436169	CDKN2C	1387.4573975
1	51439564	51439942	CDKN2C	1198.0847168
1	53692716	53692816	MAGOH	138.6499939
1	53694543	53694626	MAGOH	379.4457703
1	53699213	53699324	MAGOH	503.9549561
1	53701248	53701307	MAGOH	333.1694946
1	53704032	53704120	MAGOH	697.0113525
1	59247746	59248742	JUN	868.8242798
1	65300244	65300340	JAK1	112.0625000
1	65301078	65301189	JAK1	327.8198242
1	65301780	65301898	JAK1	536.1271362
1	65303614	65303787	JAK1	257.9537659
1	65304147	65304272	JAK1	230.7440033
